"semel_city","city","county","napa","semel_napa","ezor","semel_ezor","שם.ישוב","בזב","מצביעים","פסולים","כשרים","אמת","ג","ודעם","ז","זך","זץ","טב","י","יז","ינ","יף","יק","יר","כ","כן","ל","מחל","נ","נז","ני","נץ","נק","פה","ףז","ץ","ק","קי","קך","קץ","שס"
684,"היוגב","הצפון","יזרעאל",23,"יזרעאל",4,"היוגב",565,436,1,435,46,0,4,1,0,0,8,0,0,0,0,0,0,0,0,14,23,0,0,0,2,0,333,0,0,0,0,0,0,4
1208,"הילה","הצפון","עכו",24,"עכו",5,"הילה",487,333,1,332,85,1,8,0,0,0,8,0,0,0,0,0,0,0,0,2,38,1,0,0,1,0,185,0,0,0,0,0,0,3
377,"המעפיל","המרכז","השרון",41,"השרון",9,"המעפיל",636,494,0,494,153,0,5,1,0,0,7,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,294,0,0,0,0,0,0,4
677,"הסוללים","הצפון","יזרעאל",23,"יזרעאל",4,"הסוללים",718,535,0,535,94,3,1,0,0,0,10,0,0,0,0,0,0,0,0,10,59,0,0,0,4,0,347,0,0,0,0,0,0,7
423,"העוגן","המרכז","השרון",41,"השרון",9,"העוגן",619,461,2,459,160,1,8,0,0,0,5,0,1,0,0,0,0,0,0,7,15,0,0,1,0,0,260,0,0,0,0,0,0,1
1261,"הר עמשא","הדרום","באר שבע",62,"באר שבע",17,"הר עמשא",115,82,0,82,25,0,1,0,0,0,6,0,1,0,0,2,0,0,0,4,11,0,0,0,0,1,31,0,0,0,0,0,0,0
464,"הראל","ירושלים","ירושלים",11,"ירושלים",1,"הראל",220,120,0,120,45,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,63,0,0,0,0,0,0,0
1249,"הרדוף","הצפון","יזרעאל",23,"יזרעאל",4,"הרדוף",405,314,0,314,155,1,17,0,0,0,2,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,130,0,0,0,0,0,1,0
6400,"הרצלייה","תל אביב","תל אביב",51,"דן צפון",14,"הרצליה",82906,55010,177,54833,4796,675,235,58,3,0,1548,1,1,1,3,2,6,7,6,2301,14894,43,9,2,116,2,28206,12,4,5,3,3,13,1878
1203,"הררית","הצפון","עכו",24,"עכו",5,"הררית",353,267,3,264,82,0,11,0,0,0,3,0,0,0,0,0,0,1,0,1,16,2,0,0,0,0,146,0,0,0,0,1,0,1
1133,"ורדון","הדרום","אשקלון",61,"אשקלון",16,"ורדון",222,172,0,172,20,4,3,0,0,0,8,0,0,0,0,0,0,0,0,6,67,0,0,0,0,0,48,0,0,0,0,0,0,16
815,"זבדיאל","הדרום","אשקלון",61,"אשקלון",16,"זבדיאל",415,353,0,353,1,18,0,0,0,0,11,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,10,0,0,0,0,0,0,95
44,"זוהר","הדרום","אשקלון",61,"אשקלון",16,"זוהר",264,203,0,203,5,6,0,0,0,0,11,0,0,0,0,0,0,0,0,5,129,0,0,0,1,0,24,0,0,0,0,0,0,22
584,"זיקים","הדרום","אשקלון",61,"אשקלון",16,"זיקים",717,492,3,489,129,0,3,0,0,0,13,0,0,0,0,0,0,0,0,11,79,0,0,0,2,0,249,0,0,0,0,0,0,3
788,"זיתן","המרכז","רמלה",43,"רמלה",11,"זיתן",817,694,1,693,15,6,0,0,0,0,14,0,0,0,0,0,0,0,1,6,469,1,0,0,4,0,81,0,0,0,0,0,0,96
9300,"זכרון יעקב","חיפה","חדרה",32,"חדרה",8,"זכרון יעקב",16895,12172,38,12134,1176,618,59,6,2,0,618,0,1,0,0,0,0,1,1,292,2586,14,0,0,28,0,5955,3,0,2,0,1,0,771
799,"זכריה","ירושלים","ירושלים",11,"ירושלים",1,"זכריה",764,588,1,587,9,0,0,1,0,0,14,0,0,0,0,0,0,0,0,5,432,0,0,0,2,0,63,0,0,0,0,0,0,61
1290,"זמר","המרכז","השרון",41,"השרון",9,"זמר",4720,3236,27,3209,17,1,3146,0,0,0,2,3,1,4,0,1,0,0,0,1,6,0,1,0,2,2,14,1,1,0,1,0,0,5
1065,"זמרת","הדרום","באר שבע",62,"באר שבע",17,"זמרת",370,342,0,342,5,15,0,0,0,0,56,0,0,0,0,0,0,0,0,3,208,0,0,0,6,0,14,0,0,0,0,0,0,35
816,"זנוח","ירושלים","ירושלים",11,"ירושלים",1,"זנוח",398,289,1,288,4,2,1,0,0,0,12,0,0,0,0,0,0,0,0,4,196,0,0,0,6,0,14,0,0,0,0,0,0,49
2064,"זרועה","הדרום","באר שבע",62,"באר שבע",17,"זרועה",305,229,0,229,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,151,0,0,0,4,0,20,0,0,0,0,0,0,35
975,"זרזיר","הצפון","יזרעאל",23,"יזרעאל",4,"זרזיר",5365,2863,21,2842,264,3,1902,0,1,0,4,0,2,7,3,4,1,1,4,13,114,1,2,1,1,6,486,1,4,4,2,4,4,3
818,"זרחיה","הדרום","אשקלון",61,"אשקלון",16,"זרחיה",488,419,1,418,2,8,0,0,0,0,43,0,0,0,0,0,0,0,0,1,235,0,0,0,5,0,5,0,0,0,0,0,0,119
235,"חבצלת השרון","המרכז","השרון",41,"השרון",9,"חבצלת השרון",344,224,0,224,24,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5,47,0,0,0,1,0,124,0,0,0,0,0,0,17
1110,"חבר","הצפון","יזרעאל",23,"יזרעאל",4,"חבר",362,259,0,259,8,1,0,0,0,0,7,0,0,0,0,0,0,0,0,14,147,1,0,0,3,0,59,1,0,0,0,0,0,18
717,"חגור","המרכז","פתח תקווה",42,"פתח תקווה",10,"חגור",724,576,2,574,49,2,1,1,0,0,26,0,0,0,0,0,0,0,0,9,149,0,0,0,2,0,321,0,0,0,0,0,0,14
205,"חגלה","המרכז","השרון",41,"השרון",9,"חגלה",503,398,0,398,82,0,3,0,0,0,6,0,0,0,0,0,0,0,0,6,40,0,0,0,0,0,260,0,0,0,0,0,0,1
618,"חדיד","המרכז","רמלה",43,"רמלה",11,"חדיד",600,486,0,486,11,16,1,0,0,0,22,0,0,0,0,0,0,0,0,3,295,1,0,0,7,0,77,0,0,0,0,0,0,53
4026,"חד-נס","הצפון","גולן",29,"צפת - כנרת",3,"חדנס",642,381,1,380,18,2,0,1,0,0,17,0,0,0,0,0,0,0,0,11,130,1,0,0,0,0,198,0,0,1,0,0,0,1
6500,"חדרה","חיפה","חדרה",32,"חדרה",8,"חדרה",76558,48251,297,47954,1887,667,214,36,5,0,1498,1,3,1,2,3,1,7,15,4648,21607,36,7,3,180,4,13046,11,9,13,8,5,26,4011
1321,"ח'ואלד","חיפה","חיפה",31,"חיפה - כרמל",7,"חואלד",500,273,3,270,6,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,1,1,0,0,1
160,"חולדה","המרכז","רמלה",43,"רמלה",11,"חולדה",657,536,1,535,102,1,1,0,0,0,13,0,0,0,0,0,0,0,0,9,79,0,0,0,1,0,328,0,0,0,0,0,0,1
1239,"חולית","הדרום","באר שבע",62,"באר שבע",17,"חולית",133,96,0,96,27,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,45,0,0,0,0,0,0,0
253,"חולתה","הצפון","צפת",21,"צפת - כנרת",3,"חולתה",458,335,1,334,90,3,1,0,0,0,16,0,0,0,0,0,0,0,0,5,26,1,0,0,4,0,188,0,0,0,0,0,0,0
662,"חוסן","הצפון","עכו",24,"עכו",5,"חוסן",733,535,4,531,22,1,2,0,0,0,19,0,0,0,0,0,0,0,0,23,322,1,0,0,3,0,99,0,0,0,0,0,0,39
1332,"חוסנייה","הצפון","עכו",24,"עכו",5,"חוסנייה",552,338,1,337,9,0,308,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,1,0
115,"חופית","המרכז","השרון",41,"השרון",9,"חופית",735,522,2,520,70,1,5,0,0,0,12,0,0,0,0,0,0,0,0,8,48,0,0,0,1,0,375,0,0,0,0,0,0,0
374,"חוקוק","הצפון","כנרת",22,"צפת - כנרת",3,"חוקוק",464,302,0,302,100,0,5,0,1,0,5,0,0,0,0,0,0,0,0,12,22,0,0,0,1,0,153,1,0,1,0,0,0,1
1303,"חורה","הדרום","באר שבע",62,"באר שבע",17,"חורה",8100,4168,67,4101,50,1,3757,1,0,0,2,0,0,6,1,1,2,2,2,7,178,0,6,2,1,2,68,0,0,3,2,4,0,3
496,"חורפיש","הצפון","עכו",24,"עכו",5,"חורפיש",4571,2374,10,2364,166,1,274,0,0,0,29,0,0,1,2,0,0,1,3,431,157,1,0,1,7,0,1215,1,0,0,0,0,1,73
355,"חורשים","המרכז","פתח תקווה",42,"פתח תקווה",10,"חורשים",296,196,0,196,67,0,2,0,0,0,3,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,88,0,0,0,0,0,0,0
1047,"חזון","הצפון","צפת",21,"צפת - כנרת",3,"חזון",257,227,0,227,2,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,155,0,0,0,3,0,12,0,0,0,0,0,0,33
219,"חיבת ציון","המרכז","השרון",41,"השרון",9,"חיבת ציון",449,359,0,359,44,7,1,1,0,0,49,0,0,0,0,0,0,0,0,4,43,1,0,0,2,0,204,0,0,0,0,0,0,3
3643,"חיננית","יהודה והשומרון","יהודה ושומרון",71,"יהודה ושומרון",2,"חיננית",810,630,2,628,5,8,0,1,0,0,272,0,0,0,0,0,1,0,0,83,199,0,0,0,11,0,28,0,0,0,0,1,0,19
4000,"חיפה","חיפה","חיפה",31,"חיפה",6,"חיפה",249627,145488,863,144625,10395,5604,14915,154,10,0,5020,22,13,10,11,21,11,11,41,14893,38464,94,24,13,357,17,50081,46,35,51,17,19,58,4218
162,"חירות","המרכז","השרון",41,"השרון",9,"חירות",926,751,0,751,141,0,5,0,0,0,15,0,0,0,0,0,0,0,0,18,34,0,0,0,0,0,536,0,0,1,0,0,0,1
1272,"חלוץ","הצפון","עכו",24,"עכו",5,"חלוץ",415,271,1,270,88,0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,18,1,0,0,0,0,152,0,0,0,0,0,0,1
820,"חלץ","הדרום","אשקלון",61,"אשקלון",16,"חלץ",354,259,1,258,8,1,1,0,0,0,18,0,0,0,0,0,0,0,0,3,167,0,0,0,4,0,26,0,0,0,0,0,0,30
801,"חמ""ד","המרכז","רמלה",43,"רמלה",11,"חמד",570,478,2,476,6,25,0,0,0,0,215,0,0,0,0,0,0,0,0,2,132,0,0,0,4,0,58,0,0,0,0,0,0,34
993,"חמאם","הצפון","כנרת",22,"צפת - כנרת",3,"חמאם",1165,655,7,648,36,1,555,0,0,0,1,1,0,1,0,0,0,0,0,1,3,0,0,1,1,1,42,1,0,1,0,0,0,2
343,"חמדיה","הצפון","יזרעאל",23,"יזרעאל",4,"חמדיה",307,212,0,212,53,0,0,1,0,0,11,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,105,0,0,0,0,0,0,0
807,"חניאל","המרכז","השרון",41,"השרון",9,"חניאל",657,468,2,466,53,1,3,0,0,0,5,0,0,0,0,0,0,0,0,8,64,0,0,0,0,0,331,1,0,0,0,0,0,0
280,"חניתה","הצפון","עכו",24,"עכו",5,"חניתה",719,451,0,451,140,0,7,0,0,0,7,0,0,0,0,0,0,0,0,8,47,1,0,0,0,0,241,0,0,0,0,0,0,0
1257,"חנתון","הצפון","יזרעאל",23,"יזרעאל",4,"חנתון",532,402,0,402,73,2,10,1,0,0,18,0,0,0,0,0,0,0,0,5,73,0,0,0,2,0,217,0,0,0,0,0,0,1
4005,"חספין","הצפון","גולן",29,"צפת - כנרת",3,"חספין",818,621,1,620,1,26,0,0,0,0,431,0,0,0,0,0,0,0,0,0,125,0,0,0,8,0,11,0,0,0,0,0,0,18
363,"חפץ חיים","המרכז","רחובות",44,"רחובות",12,"חפץ חיים",335,286,0,286,1,12,0,0,0,0,166,0,0,0,0,0,0,0,0,3,86,0,0,0,4,0,6,0,0,0,0,0,0,8
90,"חפצי-בה","הצפון","יזרעאל",23,"יזרעאל",4,"חפציבה",569,417,4,413,85,0,3,0,0,0,13,0,0,0,0,0,0,0,0,1,75,1,0,0,1,0,228,0,0,0,0,0,0,6
700,"חצב","הדרום","אשקלון",61,"אשקלון",16,"חצב",857,661,3,658,34,3,0,0,0,0,28,0,0,0,0,0,0,0,0,14,338,0,0,0,5,0,202,0,0,0,0,0,0,34
13,"חצבה","הדרום","באר שבע",62,"באר שבע",17,"חצבה",519,396,5,391,45,1,0,0,0,0,25,0,0,0,0,0,1,0,0,12,30,1,0,0,1,0,274,0,0,0,0,0,0,1
2034,"חצור הגלילית","הצפון","צפת",21,"צפת - כנרת",3,"חצור הגלילית",7107,5035,20,5015,67,763,4,4,0,0,226,0,0,0,0,1,0,1,0,253,2637,2,0,0,28,0,337,0,0,0,0,0,1,691
406,"חצור-אשדוד","הדרום","אשקלון",61,"אשקלון",16,"חצוראשדוד",674,484,1,483,173,6,0,0,0,0,2,0,0,0,0,0,0,0,0,10,16,1,0,0,0,0,273,0,0,0,0,0,0,2
397,"חצרים","הדרום","באר שבע",62,"באר שבע",17,"חצרים",820,602,3,599,152,0,5,1,0,0,1,0,0,0,0,0,0,0,0,10,22,1,0,0,0,0,404,2,0,0,0,0,0,1
422,"חרב לאת","המרכז","השרון",41,"השרון",9,"חרב לאת",547,414,1,413,39,0,0,0,0,0,21,0,0,0,0,0,0,0,0,7,92,1,0,0,0,0,248,0,0,0,0,0,0,5
1024,"חרוצים","המרכז","השרון",41,"השרון",9,"חרוצים",565,437,3,434,44,3,2,0,0,0,12,0,0,0,0,0,0,0,0,6,138,0,0,0,1,1,209,1,0,0,0,0,0,17
1247,"חריש","חיפה","חדרה",32,"חדרה",8,"חריש",7109,5160,25,5135,175,159,68,9,0,0,768,1,0,0,0,0,0,1,1,324,1669,8,2,0,64,0,1121,1,0,0,1,2,3,758
3717,"חרמש","יהודה והשומרון","יהודה ושומרון",71,"יהודה ושומרון",2,"חרמש",207,132,0,132,3,0,0,2,0,0,12,0,0,0,0,0,0,0,0,19,60,0,0,0,6,0,28,0,0,0,0,0,0,2
1209,"חרשים","הצפון","עכו",24,"עכו",5,"חרשים",219,166,0,166,84,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,58,0,0,0,0,0,0,1
6700,"טבריה","הצפון","כנרת",22,"צפת - כנרת",3,"טבריה",35061,21251,103,21148,336,1517,44,7,2,0,561,4,0,0,0,0,2,1,2,1575,10785,6,2,4,133,1,2247,3,2,5,0,1,9,3899
962,"טובא-זנגרייה","הצפון","צפת",21,"צפת - כנרת",3,"טובאזנגריה",4473,2318,14,2304,42,0,1964,1,0,0,8,0,0,0,0,1,0,0,1,0,28,0,1,1,2,0,232,2,2,1,2,4,3,9
2730,"טייבה","המרכז","השרון",41,"השרון",9,"טייבה",28357,20117,126,19991,123,3,19652,0,1,0,6,0,1,12,0,0,0,1,0,2,29,3,0,2,3,8,96,2,4,5,3,5,10,20
497,"טייבה (בעמק)","הצפון","יזרעאל",23,"יזרעאל",4,"טייבה בעמק",1230,703,1,702,33,0,656,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,0
2720,"טירה","המרכז","השרון",41,"השרון",9,"טירה",18238,13218,65,13153,181,18,12708,1,0,0,7,0,0,9,0,2,0,1,3,0,23,1,1,1,2,2,176,1,0,1,0,3,5,7
663,"טירת יהודה","המרכז","פתח תקווה",42,"פתח תקווה",10,"טירת יהודה",788,640,2,638,10,14,0,0,0,0,244,0,0,0,0,0,0,0,0,1,271,1,0,0,2,0,34,1,0,0,0,0,0,60
2100,"טירת כרמל","חיפה","חיפה",31,"חיפה - כרמל",7,"טירת כרמל",18822,12494,68,12426,275,78,18,15,0,0,370,0,0,3,1,0,1,0,2,700,7409,5,6,3,62,1,2059,4,2,5,2,1,14,1390
268,"טירת צבי","הצפון","יזרעאל",23,"יזרעאל",4,"טירת צבי",516,403,3,400,21,4,0,0,0,0,193,0,0,0,0,0,0,0,0,0,85,1,0,0,1,0,93,0,0,0,0,1,0,1
462,"טל שחר","ירושלים","ירושלים",11,"ירושלים",1,"טל שחר",783,616,2,614,105,1,8,1,0,0,13,0,0,0,0,0,1,0,0,16,91,1,0,0,0,0,368,1,1,0,0,0,0,7
1181,"טל-אל","הצפון","עכו",24,"עכו",5,"טלאל",934,696,1,695,55,3,2,1,0,0,32,0,0,0,0,0,0,0,1,44,166,1,0,0,6,0,379,0,0,0,0,0,0,5
1177,"טללים","הדרום","באר שבע",62,"באר שבע",17,"טללים",330,234,1,233,38,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,49,0,0,0,0,0,123,0,0,0,0,0,0,2
8900,"טמרה","הצפון","עכו",24,"עכו",5,"טמרה",22876,18354,37,18317,53,16,17976,0,1,0,7,0,3,14,2,1,2,0,0,0,65,1,1,1,1,6,44,0,2,3,2,2,3,111
547,"טמרה (יזרעאל)","הצפון","יזרעאל",23,"יזרעאל",4,"טמרה יזרעאל",1042,723,4,719,4,0,692,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,17,0,1,1,0,0,0,0
1214,"טפחות","הצפון","צפת",21,"צפת - כנרת",3,"טפחות",246,203,0,203,1,2,0,0,0,0,83,0,0,0,0,0,0,0,0,1,94,0,0,0,0,0,3,0,0,0,0,0,0,19
1295,"יאנוח-ג'ת","הצפון","עכו",24,"עכו",5,"יאנוחגת",4569,2613,21,2592,51,3,97,0,0,0,19,1,0,1,0,0,0,0,1,472,841,0,0,0,0,1,1009,0,0,0,0,1,0,95
1232,"יבול","הדרום","באר שבע",62,"באר שבע",17,"יבול",204,157,0,157,27,1,0,0,0,0,17,0,0,0,0,0,0,0,0,4,24,0,0,0,3,0,80,0,0,0,0,0,0,1
46,"יבנאל","הצפון","כנרת",22,"צפת - כנרת",3,"יבנאל",2497,1734,7,1727,35,70,3,0,0,0,51,0,0,0,0,0,0,0,0,19,457,1,0,0,29,0,307,0,1,0,0,0,0,754
2660,"יבנה","המרכז","רחובות",44,"רחובות",12,"יבנה",33555,25148,129,25019,819,252,23,20,2,0,1078,3,1,2,0,0,0,1,6,1077,11421,14,1,0,132,2,7418,5,0,4,1,0,4,2733
96,"יגור","חיפה","חיפה",31,"חיפה - כרמל",7,"יגור",1353,922,1,921,257,0,3,1,0,0,8,0,0,0,0,0,0,2,0,15,45,1,0,0,0,0,587,0,0,0,0,0,0,2
798,"יגל","המרכז","רמלה",43,"רמלה",11,"יגל",616,494,1,493,21,10,0,0,0,0,10,0,0,0,0,0,1,0,0,4,329,0,0,0,0,0,60,1,0,0,0,0,0,57
577,"יד בנימין","המרכז","רחובות",44,"רחובות",12,"יד בנימין",2163,1749,5,1744,3,336,0,2,0,0,779,0,0,0,0,0,0,0,0,0,352,0,0,0,48,0,24,1,0,0,0,0,0,199
1134,"יד השמונה","ירושלים","ירושלים",11,"ירושלים",1,"יד השמונה",161,114,0,114,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19,37,0,0,0,0,0,48,0,0,0,0,0,0,0
758,"יד חנה","המרכז","השרון",41,"השרון",9,"יד חנה",577,457,0,457,58,0,7,1,0,0,4,0,0,0,0,0,0,0,0,16,84,0,0,0,1,0,284,0,0,0,0,0,0,2
358,"יד מרדכי","הדרום","אשקלון",61,"אשקלון",16,"יד מרדכי",678,476,1,475,151,2,3,2,0,0,5,1,0,0,0,0,0,0,0,9,29,0,0,0,0,0,272,0,0,0,0,0,0,1
775,"יד נתן","הדרום","אשקלון",61,"אשקלון",16,"יד נתן",423,323,0,323,21,1,1,0,0,0,7,0,0,0,0,0,0,0,0,8,57,1,0,0,1,0,220,0,0,0,0,0,0,6
64,"יד רמב""ם","המרכז","רמלה",43,"רמלה",11,"יד רמבם",853,660,1,659,22,7,0,0,0,0,27,0,0,0,0,0,0,0,0,5,447,1,0,0,1,0,82,0,0,0,0,0,0,67
9400,"יהוד","המרכז","פתח תקווה",42,"פתח תקווה",10,"יהודמונוסון",23179,16902,77,16825,1001,140,32,13,0,0,554,3,0,0,0,1,1,3,2,505,6716,6,0,0,91,2,6995,1,1,1,1,1,5,750
1158,"יהל","הדרום","באר שבע",62,"באר שבע",17,"יהל",217,121,1,120,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,5,64,0,0,0,0,0,0,0
2009,"יובל","הצפון","צפת",21,"צפת - כנרת",3,"יובל",436,315,0,315,36,0,0,1,0,0,21,0,0,0,0,0,0,0,0,1,109,0,0,0,2,1,126,0,0,0,0,0,0,18
1226,"יובלים","הצפון","עכו",24,"עכו",5,"יובלים",991,754,1,753,172,1,4,2,0,0,17,0,0,0,0,0,0,0,0,17,40,2,0,0,1,0,497,0,0,0,0,0,0,0
1112,"יודפת","הצפון","עכו",24,"עכו",5,"יודפת",611,488,1,487,175,0,11,0,0,0,9,0,0,0,0,0,0,0,0,5,15,1,0,0,0,0,269,0,1,0,0,0,0,1
4007,"יונתן","הצפון","גולן",29,"צפת - כנרת",3,"יונתן",388,308,5,303,4,5,1,2,0,0,183,0,0,0,0,0,0,0,0,2,77,1,0,0,3,0,23,0,0,0,0,0,0,2
803,"יושיביה","הדרום","באר שבע",62,"באר שבע",17,"יושיביה",337,272,1,271,3,9,0,0,0,0,24,0,0,0,0,0,0,0,0,1,135,0,0,0,1,0,0,0,0,0,0,0,0,98
452,"יזרעאל","הצפון","יזרעאל",23,"יזרעאל",4,"יזרעאל",562,340,1,339,104,0,2,0,0,0,1,0,0,0,0,0,0,0,0,11,10,2,0,0,0,0,209,0,0,0,0,0,0,0
409,"יחיעם","הצפון","עכו",24,"עכו",5,"יחיעם",563,391,3,388,111,0,1,0,0,0,4,0,0,0,0,0,0,0,0,12,61,0,0,0,0,0,198,0,0,0,0,0,0,1
866,"יטבתה","הדרום","באר שבע",62,"באר שבע",17,"יטבתה",683,436,0,436,162,0,5,0,0,0,6,0,0,0,0,0,0,0,0,14,20,0,0,0,1,0,226,0,0,0,0,0,0,2
811,"יכיני","הדרום","אשקלון",61,"אשקלון",16,"יכיני",473,383,0,383,17,1,0,0,0,0,22,0,0,0,0,0,0,0,0,2,269,0,0,0,5,0,29,0,0,0,0,0,0,38
753,"ינוב","המרכז","השרון",41,"השרון",9,"ינוב",621,463,0,463,43,14,2,0,0,0,30,0,0,0,0,0,0,0,0,9,170,1,0,0,1,0,183,0,0,0,0,1,0,9
2011,"ינון","הדרום","אשקלון",61,"אשקלון",16,"ינון",904,716,4,712,20,13,61,0,0,0,24,0,0,0,0,0,0,0,0,4,422,0,0,0,10,0,109,0,1,1,0,0,0,47
29,"יסוד המעלה","הצפון","צפת",21,"צפת - כנרת",3,"יסוד המעלה",1252,893,4,889,92,3,1,3,0,0,61,0,0,0,0,0,0,0,0,21,218,1,0,0,0,0,479,0,0,0,0,0,0,10
440,"יסודות","המרכז","רחובות",44,"רחובות",12,"יסודות",317,290,0,290,0,274,0,0,0,0,5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,5
575,"יסעור","הצפון","עכו",24,"עכו",5,"יסעור",533,391,0,391,82,1,1,0,0,0,4,0,1,0,0,0,0,0,0,13,42,0,0,0,1,0,246,0,0,0,0,0,0,0
1138,"יעד","הצפון","עכו",24,"עכו",5,"יעד",561,408,0,408,126,1,9,0,0,0,5,0,0,0,0,0,0,0,0,6,14,1,0,0,0,0,246,0,0,0,0,0,0,0
1044,"יעף","המרכז","השרון",41,"השרון",9,"יעף",171,140,1,139,23,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,76,0,1,0,0,0,0,2
795,"יערה","הצפון","עכו",24,"עכו",5,"יערה",557,403,2,401,17,3,5,2,0,0,13,0,0,0,0,0,0,0,0,11,188,0,0,0,1,0,70,0,0,0,0,0,0,91
134,"יפעת","הצפון","יזרעאל",23,"יזרעאל",4,"יפעת",829,631,2,629,132,2,6,0,0,0,10,0,0,0,0,0,0,0,1,13,70,0,0,0,2,0,391,0,0,0,0,0,0,2
453,"יפתח","הצפון","צפת",21,"צפת - כנרת",3,"יפתח",543,384,2,382,76,0,4,0,0,0,4,0,0,0,0,0,0,0,0,14,24,0,0,0,0,0,260,0,0,0,0,0,0,0
759,"יציץ","המרכז","רמלה",43,"רמלה",11,"יציץ",578,444,0,444,17,3,0,1,0,0,16,0,0,0,0,0,0,0,0,4,307,0,0,0,3,0,56,0,0,0,0,0,0,37
417,"יקום","המרכז","השרון",41,"השרון",9,"יקום",545,427,3,424,144,0,7,0,0,0,2,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,252,0,0,0,0,0,0,0
241,"יקנעם (מושבה)","הצפון","יזרעאל",23,"יזרעאל",4,"יקנעם מושבה",1008,735,2,733,126,0,0,1,0,0,22,0,0,0,0,0,1,0,0,16,66,1,0,0,2,0,495,0,0,0,0,0,0,3
240,"יקנעם עילית","הצפון","יזרעאל",23,"יזרעאל",4,"יקנעם עילית",18074,12545,70,12475,636,151,27,14,0,0,471,0,2,1,1,0,0,0,4,1465,5176,15,1,2,48,0,3940,8,2,3,0,2,5,501
623,"יראון","הצפון","עכו",24,"עכו",5,"יראון",369,220,1,219,68,0,3,0,0,0,4,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,130,0,0,0,0,0,0,0
2026,"ירדנה","הצפון","יזרעאל",23,"יזרעאל",4,"ירדנה",285,213,0,213,10,0,0,2,0,0,11,0,0,0,0,0,0,0,0,3,134,0,0,0,0,0,39,0,0,0,0,0,0,14
831,"ירוחם","הדרום","באר שבע",62,"באר שבע",17,"ירוחם",7435,4993,52,4941,157,311,88,5,1,0,527,0,0,0,0,1,0,0,3,304,2350,2,0,1,12,1,532,0,1,0,0,0,0,645
3000,"ירושלים","ירושלים","ירושלים",11,"ירושלים",1,"ירושלים",415991,263214,1625,261589,12919,63782,5321,176,9,0,20701,8,13,10,8,35,12,53,25,6183,72601,183,41,21,1784,12,32800,77,19,21,18,29,79,44649
718,"ירחיב","המרכז","פתח תקווה",42,"פתח תקווה",10,"ירחיב",790,562,4,558,20,5,1,0,0,0,30,0,0,0,0,0,0,0,0,6,319,0,0,0,1,0,139,0,0,0,1,0,0,36
502,"ירכא","הצפון","עכו",24,"עכו",5,"ירכא",10719,6444,119,6325,205,0,997,0,1,0,19,1,1,1,2,3,0,2,4,904,1860,3,0,0,2,6,1993,1,1,3,0,3,8,305
183,"ירקונה","המרכז","פתח תקווה",42,"פתח תקווה",10,"ירקונה",308,225,0,225,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,166,0,0,0,0,0,0,2
916,"ישע","הדרום","באר שבע",62,"באר שבע",17,"ישע",279,198,0,198,26,0,0,0,0,0,10,0,0,0,0,0,0,0,1,5,75,0,0,0,1,0,79,1,0,0,0,0,0,0
805,"ישעי","ירושלים","ירושלים",11,"ירושלים",1,"ישעי",549,430,3,427,4,26,0,0,0,0,26,0,0,0,0,0,0,0,0,1,246,1,0,1,3,0,13,0,0,0,0,0,0,106
828,"ישרש","המרכז","רמלה",43,"רמלה",11,"ישרש",727,520,0,520,23,0,0,1,0,0,19,0,0,0,0,1,0,0,0,3,279,1,0,0,1,0,150,0,0,0,0,0,0,42
1227,"יתד","הדרום","באר שבע",62,"באר שבע",17,"יתד",340,257,5,252,17,1,0,1,0,0,15,0,0,0,0,0,0,0,0,10,113,0,0,0,4,0,85,0,0,0,0,0,0,6
504,"כאבול","הצפון","עכו",24,"עכו",5,"כאבול",8073,6660,17,6643,10,5,6577,0,1,0,0,2,0,10,0,2,0,0,0,0,12,1,1,0,2,4,7,0,0,0,2,1,0,6
